Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,Teachers,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB45 ValDate,GASB45 AAL,GASB45 AssetValue,Comments,Alternate Method,Plan NOPEBO,footnotes,Trust or Equivalent,Healthcare,Insurance,Other OPEB,DesriptionOtherOPEB
355,"DERBY",0,"City of Derby OPEB Plan",0,1,0,0,0,0,0,,0,412,1,3181171,1111574,0,,,,"06/30/09 00:00:00",28984119,0,,0,6080140,,0,1,1,0,
356,"ANSONIA",0,"City of Ansonia OPEB Plan",0,1,0,0,0,0,0,,0,477,1,2672000,1261000,0,,,,"06/30/11 00:00:00",31003000,0,,0,4299049,,0,1,1,0,
357,"OXFORD",0,"Town of Oxford OPEB Plan",0,1,0,0,0,0,0,,0,295,1,130000,10000,0,,,,"07/01/11 00:00:00",1090000,0,,0,234423,,0,1,1,0,
358,"BOZRAH",0,"Bozrah Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,33370,17958,0,,,,"06/30/11 00:00:00",2380741,0,,1,30393,,0,1,0,0,
359,"STAMFORD",0,"City of Stamford OPEB Plan",0,1,0,0,0,0,0,,0,4444,0,25420000,18797000,0,,,,"07/01/10 00:00:00",298344000,3906000,,0,26299000,,1,1,0,0,
360,"BOLTON",0,"Town of Bolton Board of Education OPEB Plan",0,0,0,0,0,1,0,,0,,1,208000,98000,0,,,,"07/01/09 00:00:00",2109000,0,,0,846572,,0,1,0,0,
361,"KILLINGWORTH",0,"Killingworth OPEB Plan",0,1,0,0,0,0,0,,0,13,1,47548,0,0,,,,"07/01/08 00:00:00",415951,0,,0,11571,,0,1,0,0,
362,"ANDOVER",0,"Town of Andover OPEB Plan",0,1,0,0,0,0,0,,0,,1,61000,20000,0,,,,"07/01/07 00:00:00",503000,0,,0,85000,,0,1,0,0,
363,"ASHFORD",0,"Town of Ashford Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,1,36201,15326,0,,,,"07/01/08 00:00:00",270629,0,,0,0,,0,1,0,0,
364,"BEACON FALLS",0,"Town of Beacon Falls OPEB Plan",0,1,0,0,0,0,0,,0,41,1,22636,16158,0,,,,"07/01/08 00:00:00",155196,0,,0,22063,,0,1,0,0,
365,"BERLIN",0,"Town of Berlin Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,506,1,394000,296000,0,,,,"07/01/10 00:00:00",4675000,0,,0,318284,,0,1,0,0,
366,"BRANFORD",0,"Town of Branford Retirement Health Plan",0,1,0,0,0,0,0,,0,700,0,1997300,1503300,0,,,,"07/01/10 00:00:00",17271300,4134000,,0,-971900,,1,1,0,0,
