Municipality,Numbered,ADM 2007-08,NCE 2007-08
"ANDOVER            ",1.0000000000000000e+00,6.4213999999999999e+02,7.1393120000000000e+06
"ANSONIA            ",2.0000000000000000e+00,2.8674299999999998e+03,2.9566938000000000e+07
"ASHFORD            ",3.0000000000000000e+00,7.1078999999999996e+02,9.9677320000000000e+06
"AVON               ",4.0000000000000000e+00,3.5965599999999999e+03,3.8917347000000000e+07
"BARKHAMSTED        ",5.0000000000000000e+00,6.5694000000000005e+02,7.3926970000000000e+06
"BEACON FALLS       ",6.0000000000000000e+00,1.0690500000000000e+03,1.1564775000000000e+07
"BERLIN             ",7.0000000000000000e+00,3.3133200000000002e+03,3.7182013000000000e+07
"BETHANY            ",8.0000000000000000e+00,1.0878399999999999e+03,1.2773702000000000e+07
"BETHEL             ",9.0000000000000000e+00,3.1580700000000002e+03,3.8982875000000000e+07
"BETHLEHEM          ",1.0000000000000000e+01,5.3119000000000005e+02,6.8297780000000000e+06
"BLOOMFIELD         ",1.1000000000000000e+01,2.6285999999999999e+03,3.8686935000000000e+07
"BOLTON             ",1.2000000000000000e+01,8.6855999999999995e+02,1.1466452000000000e+07
"BOZRAH             ",1.3000000000000000e+01,3.9157999999999998e+02,4.8402450000000000e+06
"BRANFORD           ",1.4000000000000000e+01,3.5365000000000000e+03,4.4538977000000000e+07
"BRIDGEPORT         ",1.5000000000000000e+01,2.1801840000000000e+04,2.6212848200000000e+08
"BRIDGEWATER        ",1.6000000000000000e+01,2.5041999999999999e+02,4.3504370000000000e+06
"BRISTOL            ",1.7000000000000000e+01,9.0401599999999999e+03,9.9345943000000000e+07
"BROOKFIELD         ",1.8000000000000000e+01,2.9911999999999998e+03,3.4075918000000000e+07
"BROOKLYN           ",1.9000000000000000e+01,1.3491300000000001e+03,1.4350749000000000e+07
"BURLINGTON         ",2.0000000000000000e+01,1.8746500000000001e+03,1.9951841000000000e+07
"CANAAN             ",2.1000000000000000e+01,1.4431000000000000e+02,2.6035160000000000e+06
"CANTERBURY         ",2.2000000000000000e+01,8.2990999999999997e+02,1.0291607000000000e+07
"CANTON             ",2.3000000000000000e+01,1.7310400000000000e+03,2.0759241000000000e+07
"CHAPLIN            ",2.4000000000000000e+01,3.4225999999999999e+02,5.5616790000000000e+06
"CHESHIRE           ",2.5000000000000000e+01,5.0968000000000002e+03,5.5060672000000000e+07
"CHESTER            ",2.6000000000000000e+01,5.8824000000000001e+02,7.3079030000000000e+06
"CLINTON            ",2.7000000000000000e+01,2.1248000000000002e+03,2.7822824000000000e+07
"COLCHESTER         ",2.8000000000000000e+01,3.2645200000000000e+03,3.3049765000000000e+07
"COLEBROOK          ",2.9000000000000000e+01,2.6338999999999999e+02,3.4641610000000000e+06
"COLUMBIA           ",3.0000000000000000e+01,8.5479999999999995e+02,1.0967396000000000e+07
"CORNWALL           ",3.1000000000000000e+01,2.0131000000000000e+02,3.5483930000000000e+06
"COVENTRY           ",3.2000000000000000e+01,2.0746700000000001e+03,2.2658291000000000e+07
"CROMWELL           ",3.3000000000000000e+01,1.9834900000000000e+03,2.4150445000000000e+07
"DANBURY            ",3.4000000000000000e+01,9.9647800000000007e+03,1.1523555600000000e+08
"DARIEN             ",3.5000000000000000e+01,4.6651599999999999e+03,6.4023808000000000e+07
"DEEP RIVER         ",3.6000000000000000e+01,6.8952999999999997e+02,9.2491080000000000e+06
"DERBY              ",3.7000000000000000e+01,1.5538699999999999e+03,1.7525788000000000e+07
"DURHAM             ",3.8000000000000000e+01,1.4293099999999999e+03,1.7729977000000000e+07
"EAST GRANBY        ",3.9000000000000000e+01,9.2388999999999999e+02,1.2287015000000000e+07
"EAST HADDAM        ",4.0000000000000000e+01,1.4632000000000000e+03,1.7512747000000000e+07
"EAST HAMPTON       ",4.1000000000000000e+01,2.0851999999999998e+03,2.4367274000000000e+07
"EAST HARTFORD      ",4.2000000000000000e+01,8.0620100000000002e+03,8.9584426000000000e+07
"EAST HAVEN         ",4.3000000000000000e+01,3.8883600000000001e+03,4.5173000000000000e+07
"EAST LYME          ",4.4000000000000000e+01,3.0264299999999998e+03,3.6026613000000000e+07
"EAST WINDSOR       ",4.5000000000000000e+01,1.5606700000000001e+03,1.8006800000000000e+07
"EASTFORD           ",4.6000000000000000e+01,2.6855000000000001e+02,3.6097260000000000e+06
"EASTON             ",4.7000000000000000e+01,1.6024200000000001e+03,2.1514228000000000e+07
"ELLINGTON          ",4.8000000000000000e+01,2.6281100000000001e+03,2.6714078000000000e+07
"ENFIELD            ",4.9000000000000000e+01,6.4370200000000004e+03,7.3670241000000000e+07
"ESSEX              ",5.0000000000000000e+01,9.6053999999999996e+02,1.1887639000000000e+07
"FAIRFIELD          ",5.1000000000000000e+01,9.7687199999999993e+03,1.3583276400000000e+08
"FARMINGTON         ",5.2000000000000000e+01,4.1788900000000003e+03,4.9493256000000000e+07
"FRANKLIN           ",5.3000000000000000e+01,3.0744999999999999e+02,3.8650800000000000e+06
"GLASTONBURY        ",5.4000000000000000e+01,7.0237200000000003e+03,7.6783304000000000e+07
"GOSHEN             ",5.5000000000000000e+01,4.3706000000000000e+02,5.9942340000000000e+06
"GRANBY             ",5.6000000000000000e+01,2.2656100000000001e+03,2.5127971000000000e+07
"GREENWICH          ",5.7000000000000000e+01,8.9451299999999992e+03,1.5138926400000000e+08
"GRISWOLD           ",5.8000000000000000e+01,1.9285400000000000e+03,2.0629469000000000e+07
