Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,Teachers,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB45 ValDate,GASB45 AAL,GASB45 AssetValue,Comments,Alternate Method,Plan NOPEBO,footnotes,Trust or Equivalent,Healthcare,Insurance,Other OPEB,DesriptionOtherOPEB
269,"CANTERBURY",0,"Town of Canterbury OPEB Plan",0,1,0,0,0,0,0,,0,,1,78135,74310,0,,,,"07/01/08 00:00:00",461509,0,,0,5964,,0,1,0,0,
270,"CANTON",0,"Town of Canton OPEB Plan",0,1,0,0,0,0,0,,0,,0,187000,280100,0,,,,"07/01/08 00:00:00",1591000,0,,0,-25974,,1,1,0,0,
271,"CHESHIRE",0,"Town of Cheshire OPEB Plan - Town",0,1,0,0,0,0,0,,0,138,1,104680,180541,0,,,,"07/01/09 00:00:00",1573885,0,,0,-114347,,0,1,1,0,
272,"CHESHIRE",0,"Town of Cheshire OPEB Plan - Police",0,0,0,1,0,0,0,,0,64,0,624753,56558,0,,,,"07/01/09 00:00:00",6919837,854402,,0,1118532,,1,1,1,0,
273,"CHESHIRE",0,"Town of Cheshire OPEB Plan - BOE",0,0,0,0,0,1,1,,0,485,1,1406178,1010013,0,,,,"07/01/09 00:00:00",19171528,0,,0,1345604,,0,1,1,0,
274,"CHESTER",0,"Town of Chester OPEB Program",0,1,0,0,0,0,0,,0,,1,1137,0,0,,,,"07/01/09 00:00:00",8428,0,,0,1137,,0,1,0,0,
275,"CROMWELL",0,"Town of Cromwell OPEB Plan",0,1,0,0,0,0,0,,0,417,1,1170761,174958,0,,,,"07/01/08 00:00:00",8478602,0,,0,1977363,,0,1,1,0,
276,"DANBURY",0,"City of Danbury Post Employment Retirement Plan",0,1,0,0,0,0,0,,0,2784,1,13124600,6561400,0,,,,"07/01/08 00:00:00",122584000,0,,0,14497500,,0,1,1,0,
277,"DARIEN",0,"Town OF Darien OPEB Plan - Police",0,0,0,1,0,0,0,,0,66,0,604678,1787862,0,,,,"07/01/08 00:00:00",4530545,0,,0,-690926,,1,1,0,0,
278,"DARIEN",0,"Town of Darien OPEB Plan - Non-Police",0,1,0,0,0,0,0,,0,902,0,586352,1081222,0,,,,"07/01/07 00:00:00",4475369,0,,0,-96433,,1,1,0,0,
279,"CHESTER",0,"Chester Public Schools OPEB Program",0,0,0,0,0,1,1,,0,,1,39497,25602,0,,,,"06/30/10 00:00:00",312729,0,,0,13895,,0,1,0,0,
280,"EAST HAMPTON",0,"Town of East Hampton OPEB Plan-Board of Education",0,0,0,0,0,1,1,,0,201,1,486000,263000,0,,,,"06/30/09 00:00:00",6071000,0,,0,484434,,0,1,0,0,
281,"EAST LYME",0,"Town of East Lyme OPEB Plan",0,1,0,0,0,0,0,,0,529,1,1146300,222800,0,,,,"07/01/08 00:00:00",12751400,0,,0,1971100,,0,1,1,0,
282,"ELLINGTON",0,"Town of Ellington Retirement Healthcare Plan",0,1,0,0,0,0,0,,0,,1,275782,159793,0,,,,"07/01/08 00:00:00",3311285,0,,0,251607,,0,1,0,0,
283,"ENFIELD",0,"Town of Enfield OPEB Plan",0,1,0,0,0,0,0,,0,1700,0,2151000,4597000,0,,,,"07/01/09 00:00:00",23265000,0,,0,-915000,,1,1,1,0,
284,"ESSEX",0,"Town of Essex Employees' OPEB Plan",0,1,0,0,0,0,0,,0,,1,33058,12304,0,,,,"07/01/08 00:00:00",320943,0,,0,37036,,0,1,0,0,
285,"ESSEX",0,"Town of Essex Teachers' OPEB Plan",0,0,0,0,0,1,0,,0,,1,37781,0,0,,,,"07/01/08 00:00:00",284000,0,,0,70771,,0,1,0,0,
286,"GLASTONBURY",0,"Town of Glastonbury OPEB Plan",0,1,0,0,0,0,0,,0,1082,0,1212300,775900,0,,,,"07/01/07 00:00:00",12880400,0,,0,825718,,1,1,1,0,
287,"GRISWOLD",0,"Town of Griswold OPEB Plan",0,0,1,0,0,1,1,,0,,1,396193,71699,0,,,,"07/01/09 00:00:00",3698582,0,"No. of members not stated.  Assume Board of Education means both teachers and noncertified Board of Education.",0,651340,,0,1,1,0,
