Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,Teachers,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB45 ValDate,GASB45 AAL,GASB45 AssetValue,Comments,Alternate Method,Plan NOPEBO,footnotes,Trust or Equivalent,Healthcare,Insurance,Other OPEB,DesriptionOtherOPEB
122,"NEW CANAAN",0,"Town of New Canaan OPEB Plan",0,1,0,0,0,0,0,,0,890,1,3461309,1070478,0,,,,"07/01/08 00:00:00",29413011,0,,0,2390831,,0,1,1,0,
123,"NEWTOWN",0,"Town of Newtown OPEB Plan",0,1,0,0,0,0,0,,0,,0,405062,278828,0,,,,"07/01/08 00:00:00",3761700,0,,0,126234,,0,1,0,0,
124,"NORTH STONINGTON",0,"Town of North Stonington OPEB Plan",0,0,0,0,0,1,1,,0,,0,273000,137000,0,,,,"07/01/07 00:00:00",3078000,0,,0,272000,,0,1,1,0,
125,"NORWALK",0,"City of Norwalk OPEB Plan",0,1,0,0,0,0,0,,0,3186,0,15293300,12945139,0,,,,"07/01/07 00:00:00",187893000,0,,0,6538514,,1,1,1,0,
126,"NORWICH",0,"The City of Norwich, Retiree Health Plan",0,1,0,0,0,0,0,,0,1702,0,5352000,3399000,0,,,,"07/01/07 00:00:00",46595000,0,,0,1966000,,0,1,1,0,
127,"OLD SAYBROOK",0,"Town of Old Saybrook OPEB Plan",0,1,0,0,0,0,0,,0,,1,786000,356000,0,,,,"07/01/08 00:00:00",10041000,0,,0,430000,,0,1,1,0,
128,"PLAINVILLE",0,"Town of Plainville Healthcare Plan",0,1,0,0,0,0,0,,0,534,1,1286843,84459,0,,,,"06/30/09 00:00:00",12696391,0,,0,1202384,,0,1,0,0,
129,"PORTLAND",0,"Town of Portland OPEB Plan",0,1,0,0,0,0,0,,0,,1,147353,88012,0,,,,"07/01/08 00:00:00",1865240,0,,0,59341,,0,1,0,0,
130,"REDDING",0,"Town of Redding OPEB Plan",0,0,0,1,0,1,1,"Highway",1,268,0,431218,5856,0,,,,"07/01/08 00:00:00",4309183,0,,0,425362,,0,1,0,0,
131,"SHELTON",0,"Town of Shelton OPEB Plan",0,1,0,0,0,1,1,,0,697,0,,,0,,,,"12/31/08 00:00:00",,,,0,,,0,1,1,0,
132,"SOMERS",0,"Town of Somers OPEB Plan - Town and Board of Education",0,0,1,0,0,1,1,,0,,1,817500,163913,0,,,,"07/01/08 00:00:00",9794337,0,,0,653587,,0,1,1,0,
133,"SOUTHINGTON",0,"Town of Southington OPEB Plan-Health Self-Insurance Plan",0,1,0,0,0,0,0,,0,1202,1,3425000,1872000,0,,,,"07/01/07 00:00:00",37107000,0,"1st yr. of implemtation; assumed ARC equal to OPEB cost.",0,1553000,,0,1,0,0,
134,"STONINGTON",0,"Town of Stonington OPEB Plan",0,1,0,0,0,0,0,,0,560,0,658000,568000,0,,,,"07/01/07 00:00:00",9478000,0,,0,90000,,0,1,1,0,
135,"THOMASTON",0,"Town of Thomaston OPEB Plan -Town",0,0,1,1,0,0,0,"Sewer, Highway, Non-Union & White Collar",1,,0,1026727,475073,0,,,,"07/01/08 00:00:00",13728986,0,,0,551654,,0,1,0,0,
136,"THOMASTON",0,"Town of Thomaston OPEB Plan - Board of Education",0,0,0,0,0,1,1,,0,,0,533889,173563,0,,,,"07/01/08 00:00:00",5240689,0,,0,360326,,0,1,1,0,
137,"TRUMBULL",0,"Town of Trumbull OPEB Plan",0,1,0,0,0,0,0,,0,1143,0,1726843,464092,0,,,,"07/01/08 00:00:00",23661376,18673,,0,1262751,,0,1,1,0,
138,"VERNON",0,"Town of Vernon OPEB Plan - Police",0,0,0,1,0,0,0,,0,,0,249000,142000,0,,,,"07/01/08 00:00:00",3071000,0,,0,107000,,0,1,0,0,
139,"VERNON",0,"Town of Vernon OPEB Plan - Town",0,0,1,0,0,0,0,,1,,0,206000,79000,0,,,,"07/01/08 00:00:00",2128000,0,,0,127000,,0,1,0,0,
140,"VERNON",0,"Town of Vernon OPEB Plan  - Board of Education",0,0,0,0,0,1,1,,0,,0,618000,324000,0,,,,"07/01/08 00:00:00",8194000,0,,0,294000,,0,1,0,0,
141,"WALLINGFORD",0,"Wallingford OPEB Plan",0,1,0,1,1,0,0,,0,1542,1,3783000,1987000,0,,,,"07/01/07 00:00:00",45904000,0,,0,2963000,,0,1,0,0,
142,"WATERBURY",0,"City of Waterbury OPEB Plan",0,1,0,0,0,0,0,,0,6591,1,64663000,30842000,0,,,,"07/01/08 00:00:00",770408000,0,,0,69595000,,0,1,1,0,
143,"WATERFORD",0,"Town of Waterford OPEB Plan",0,1,0,0,0,0,0,,0,635,0,3649500,745813,0,,,,"07/01/08 00:00:00",40636400,0,,0,2903687,,0,1,1,0,
144,"WEST HARTFORD",0,"Town of West Hartford OPEB Plan",0,0,1,1,1,1,1,,1,3081,0,6658000,5910000,0,,,,"07/01/07 00:00:00",85496000,0,,0,1561000,,0,1,0,0,
145,"WESTBROOK",0,"Town of Westbrook OPEB Plan - Town",0,1,0,0,0,0,0,,0,40,0,32374,16800,0,,,,"07/01/08 00:00:00",319991,0,,0,15574,,0,1,0,0,
146,"WESTBROOK",0,"Town of Westbrook OPEB Plan - Board of Education",0,0,0,0,0,1,1,,0,158,0,245473,25976,0,,,,"07/01/08 00:00:00",1562290,0,,0,219497,,0,1,0,0,
147,"WESTPORT",0,"Town of Westport OBEB Plan",0,1,0,0,0,0,0,,0,452,1,5586000,4257000,0,,,,"07/01/07 00:00:00",50000000,0,,0,4868000,,0,1,1,0,
148,"TORRINGTON",0,"City of Torrington OPEB Plan",0,1,0,0,0,0,1,,0,357,0,6768800,2157200,0,,,,"07/01/07 00:00:00",53234609,0,,0,4611600,,0,1,0,0,
149,"WETHERSFIELD",0,"Town of Wethersfield OPEB Plan",0,1,0,0,0,1,1,,0,1075,1,5757000,3469000,0,,,,"07/01/07 00:00:00",66076000,0,,0,2288000,,0,1,0,0,
150,"WINDHAM",0,"Town of Windham OPEB Plan",0,1,0,0,0,0,0,,0,,1,2459331,595528,0,,,,"07/01/08 00:00:00",26159831,0,,0,1863803,,0,1,1,0,
151,"WINDSOR",0,"Town of Windsor OPEB Plan",0,1,0,0,0,0,0,,0,937,1,6389000,1898000,0,,,,"07/01/07 00:00:00",66013000,0,,0,4491000,,0,1,1,0,
39,"ANSONIA",0,"City of Ansonia OPEB Plan",0,1,0,0,0,0,0,,0,477,0,2517000,0,0,,,,"06/30/09 00:00:00",31003000,0,,0,2517000,,0,1,1,0,
40,"DURHAM",0,"Town of Durham Medical Benefit Plan",0,1,0,0,0,0,0,,0,,0,6200,0,0,,,,"06/30/09 00:00:00",43000,0,"NO DATA ON NUMBER OF MEMBERS IN THE DB PLAN",0,6200,,0,1,0,0,
41,"LEBANON",0,"Lebanon Board of Education OPEB Plan",0,0,0,0,0,0,1,,0,,0,,,0,,,,,,,"Audit Report qualified for not implementing GASB 45.  Data not provided in report.",0,,,0,0,0,0,
42,"OXFORD",0,"Town of Oxford OPEB Plan",0,1,0,0,0,0,0,,0,279,0,94709,38397,0,,,,"07/01/08 00:00:00",904503,0,,0,56312,,0,1,1,0,
43,"BRIDGEPORT",0,"City of Bridgeport OPEB Plan",0,1,0,0,0,0,0,,0,7215,1,50744800,30099100,0,,,,"07/01/08 00:00:00",861812200,0,,0,38705900,,0,1,0,0,
44,"PUTNAM",0,"Town of Putnam Medical Benefit Plan",0,0,0,0,0,1,0,,0,,1,556710,133139,0,,,,"06/30/09 00:00:00",6544158,0,"No disclosure as to number of member participants",0,423571,,0,1,0,0,
45,"BROOKLYN",0,"Brooklyn Public Schools OPEB Plan",0,0,0,0,0,1,0,,0,,0,287617,54280,0,,,,"07/01/08 00:00:00",3215468,0,,0,233337,,0,1,0,0,
46,"SEYMOUR",0,"Town of Seymour Medical Benefit Plan",0,1,0,0,0,0,0,,0,,1,2371000,0,0,,,,"06/30/09 00:00:00",34949000,0,"No disclosure on Number of Members",0,2371000,,0,1,0,0,
47,"KILLINGWORTH",0,"Killingworth OPEB Plan",0,1,0,0,0,0,0,,0,13,1,45646,70694,0,,,,"07/01/08 00:00:00",415951,0,,0,-25048,,0,1,0,0,
48,"WEST HAVEN",0,"City of West Haven OPEB Plan",0,1,0,0,0,0,0,,0,1869,1,8454161,3829852,0,,,,"09/01/07 00:00:00",114359970,0,,0,9411544,,0,1,1,0,
49,"ASHFORD",0,"Town of Ashford Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,0,36170,36170,0,,,,"07/01/08 00:00:00",270629,0,,0,0,,0,1,0,0,
50,"BRANFORD",0,"Town of Branford Retirement Health Plan",0,1,0,0,0,0,0,,0,700,1,1818900,3968100,0,,,,"07/01/08 00:00:00",16496800,0,,0,-2149200,,0,1,0,0,
51,"BEACON FALLS",0,"Town of Beacon Falls OPEB Plan",0,1,0,0,0,0,0,,0,41,1,21117,12160,0,,,,"07/01/08 00:00:00",142112,0,,0,8957,,0,1,0,0,
52,"BERLIN",0,"Town of Berlin Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,520,1,365000,247000,0,,,,"07/01/08 00:00:00",3738000,0,,0,118000,,0,1,0,0,
53,"BOLTON",0,"Town of Bolton Board of Education OPEB Plan",0,0,0,0,0,1,1,,0,,1,428818,0,0,,,,"06/30/09 00:00:00",4208602,0,"Benefit provided is implicit rate subsidy",0,428818,,0,1,0,0,
54,"BURLINGTON",0,"Town of Burlington Post-Retirement Medical Insurance Program",0,1,0,0,0,0,0,,0,,1,43008,36264,0,,,,"06/30/09 00:00:00",181505,0,,0,6744,,0,1,0,0,
55,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Town Employees",0,1,0,0,0,0,0,,0,103,1,143600,94000,0,,,,"07/01/08 00:00:00",1880100,0,,0,49600,,0,1,1,0,
56,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Bd. of Ed",0,0,0,0,0,1,1,,0,332,1,553000,245000,0,,,,"06/30/09 00:00:00",9535000,0,,0,308000,,0,1,1,0,
57,"DERBY",0,"City of Derby OPEB Plan",0,1,0,0,0,0,0,,0,412,0,3062763,988346,0,,,,"06/30/09 00:00:00",28984119,0,,0,2074417,,0,1,1,0,
58,"EAST HADDAM",0,"Town of East Haddam Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,211,1,72094,46743,0,,,,"06/30/09 00:00:00",850711,0,,0,25351,,0,1,0,0,
59,"EAST HAVEN",0,"Town of East Haven Town Post Retirement Healthcare Plan",0,0,1,1,1,0,0,,1,,0,3251952,1502812,0,,,,"06/30/09 00:00:00",55747276,0,,0,1749140,,0,1,1,0,
60,"EAST HAVEN",0,"Town of East Haven Board of Education Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,0,415202,202351,0,,,,"06/30/09 00:00:00",6519480,0,,0,212851,,0,1,0,0,
61,"EAST WINDSOR",0,"Town of East Windsor Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,212,1,423000,169000,0,,,,"07/01/08 00:00:00",5068000,0,,0,254000,,0,1,0,0,
62,"EASTON",0,"Town of Easton OPEB Plan",0,1,0,0,0,0,0,,0,263,0,331272,99883,0,,,,"07/01/08 00:00:00",2777663,0,,0,231389,,0,1,1,0,
63,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Town",0,0,1,0,0,0,0,,0,541,0,4842000,3194000,0,,,,"07/01/07 00:00:00",55451000,0,,0,4490000,,0,1,1,0,
64,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Police & Fire",0,0,0,1,1,0,0,,0,400,0,4909000,3167000,0,,,,"07/01/07 00:00:00",55688000,0,,0,4830000,,0,1,1,0,
119,"MIDDLETOWN",0,"The City of Middletown Plan",0,1,0,0,0,0,0,,0,1702,1,12694000,7184000,0,,,,"07/01/08 00:00:00",152529000,2400000,,0,12752000,,0,1,0,0,
120,"MERIDEN",0,"Meriden Postemployment Healthcare Plan",0,1,0,0,0,0,0,,0,2105,0,10698778,3516897,0,,,,"07/01/08 00:00:00",102478635,3622326,,0,18707053,,1,1,0,0,
121,"NEW BRITAIN",0,"The City of New Britain OPEB Plan",0,1,0,0,0,0,0,,0,2187,1,3935000,4421000,0,,,,"07/01/06 00:00:00",42853000,0,,0,-389000,,1,1,0,0,
152,"WOLCOTT",0,"Town of Wolcott OPEB Plan",0,1,0,0,0,0,0,,0,525,1,1682021,267435,0,,,,"07/01/08 00:00:00",13834289,0,,0,1414586,,0,1,0,0,
153,"WOODSTOCK",0,"Town of Woodstock OPEB Plan - Public Schools",0,0,0,0,0,1,0,,0,,0,780497,140078,0,,,,"07/01/08 00:00:00",11961610,0,,0,640419,,0,1,0,0,
154,"GROTON (City of)",0,"City of Groton OPEB Plan",0,1,0,0,0,0,0,,0,,0,1033500,374400,0,,,,"07/01/07 00:00:00",7546200,0,,0,659100,,0,1,1,0,
155,"WOODBURY",0,"Town of Woodbury OPEB Plan",0,1,0,0,0,0,0,,0,,1,139217,84148,0,,,,"06/30/09 00:00:00",976507,0,"Leave total no. of employees blank per Bill.  48 active employees may not be the total employees.",0,55069,,0,1,0,0,
156,"WOODBRIDGE",0,"Town of Woodbridge OPEB Plan",0,1,0,0,0,0,0,,0,182,0,1842118,1098281,0,,,,"07/01/07 00:00:00",16339046,0,,0,743837,,0,1,0,0,
157,"WINDSOR LOCKS",0,"Town of Windsor Locks OPEB Plan",0,1,0,0,0,0,0,,0,332,0,597850,331943,0,,,,"07/01/07 00:00:00",5000000,0,,0,265907,,0,1,0,0,
158,"WINCHESTER",0,"Town of Winchester OPEB Plan",0,1,0,0,0,0,0,,0,,0,703367,303812,0,,,,"07/01/08 00:00:00",8000000,0,,0,399555,,0,1,0,0,
159,"WILTON",0,"Town of Wilton OPEB Plan",0,1,0,0,0,0,0,,0,705,1,555000,555000,0,,,,"07/01/08 00:00:00",5435000,389000,,0,0,,0,1,1,0,
160,"WESTON",0,"Town of Weston OPEB Plan",0,1,0,0,0,0,0,,0,578,0,1760700,2576600,0,,,,"07/01/07 00:00:00",11063000,0,,0,-815900,,0,1,1,0,
161,"WATERTOWN",0,"Town of Watertown OPEB Plan",0,0,1,0,0,1,1,,0,1008,1,2968986,787695,0,,,,"07/01/08 00:00:00",31307000,0,,0,2181291,,0,1,1,0,
162,"TOLLAND",0,"Town of Tolland OPEB Plan",0,1,0,0,0,0,0,,0,,0,437000,494000,0,,,,"07/01/08 00:00:00",4954000,0,,0,-57000,,0,1,0,0,
163,"THOMPSON",0,"Town of Thompson OPEB Plan",0,0,1,0,0,1,1,,0,217,1,383355,47341,0,,,,"01/01/08 00:00:00",5310199,0,,0,336014,,0,1,1,0,
164,"SUFFIELD",0,"Town of Suffield OPEB Plan",0,1,0,0,0,0,0,,0,485,1,2283210,678760,0,,,,"07/01/08 00:00:00",22000000,0,,0,1604450,,0,1,0,0,
165,"STRATFORD",0,"Stratford OBEP Plan",0,1,0,0,0,0,0,,0,2281,1,10247500,4758000,0,,,,"07/01/07 00:00:00",98049000,0,,0,9669800,,0,1,0,0,
