Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,Teachers,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB45 ValDate,GASB45 AAL,GASB45 AssetValue,Comments,Alternate Method,Plan NOPEBO,footnotes,Trust or Equivalent,Healthcare,Insurance,Other OPEB,DesriptionOtherOPEB
662,"HARTFORD",0,"City of Hartford OPEB Plan",0,1,0,0,0,0,0,,0,6537,0,24394000,33683000,0,,,,"2015-07-01 00:00:00",313061000,17868000,,0,71969000,,1,1,1,0,
663,"WEST HAVEN",0,"City of West Haven OPEB Plan",0,1,0,0,0,0,0,,0,1777,1,13677829,8392644,0,,,,"2013-07-01 00:00:00",188688760,0,,0,40244416,,0,1,1,0,
664,"WEST HAVEN",0,"City of West Haven Allingtown Fire District Plan",0,0,0,0,1,0,0,,0,80,1,1533359,691753,0,,,,"2013-07-01 00:00:00",19201569,0,,0,5088830,,0,1,1,0,
665,"ANSONIA",0,"City of Ansonia OPEB Plan",0,1,0,0,0,0,0,,0,459,1,2714289,877506,0,,,,"2013-07-01 00:00:00",27766684,0,,0,12769527,,0,1,1,0,
666,"ASHFORD",0,"Town of Ashford Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,1,53000,21200,0,,,,"2014-07-01 00:00:00",452000,0,,0,122984,,0,1,0,0,
667,"BEACON FALLS",0,"Town of Beacon Falls OPEB Plan",0,1,0,0,0,0,0,,0,,1,88170,75751,0,,,,"2013-07-01 00:00:00",1195490,0,,0,72304,,0,1,0,0,
668,"BERLIN",0,"Town of Berlin Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,447,1,530261,206133,0,,,,"2014-07-01 00:00:00",5468687,0,,0,1535897,,0,1,0,0,
669,"BOLTON",0,"Town of Bolton OPEB Plan",0,1,0,0,0,0,0,,0,,1,224500,71000,0,,,,"2015-07-01 00:00:00",2900000,0,,0,1482801,,0,1,0,0,
670,"BOZRAH",0,"Bozrah Public Schools OPEB Program",0,0,0,0,0,1,0,,0,48,1,135290,10158,0,,,,"2016-06-30 00:00:00",1153978,0,,1,591740,,0,1,0,0,
671,"BRANFORD",0,"Town of Branford Retirement Health Plan",0,1,0,0,0,0,0,,0,713,0,1847900,1560200,0,,,,"2014-07-01 00:00:00",22798733,9510785,,0,-411000,,1,1,0,0,
672,"BRIDGEPORT",0,"City of Bridgeport OPEB Plan",0,1,0,0,0,0,0,,0,7076,1,71905518,31891398,0,,,,"2014-07-01 00:00:00",1003337378,0,,0,251076329,,0,1,0,0,
673,"HEBRON",0,"Town of Hebron OPEB Plan",0,1,0,0,0,0,0,,0,,1,162000,94000,0,,,,"2014-07-01 00:00:00",1586000,0,,0,907000,,0,1,0,0,
674,"KILLINGWORTH",0,"Killingworth OPEB Plan",0,1,0,0,0,0,0,,0,6,1,15509,0,0,,,,"2014-06-30 00:00:00",149972,0,,0,116443,,0,1,0,0,
675,"LEBANON",0,"Lebanon Board of Education OPEB Plan",0,0,0,0,0,1,1,,0,,1,221300,71000,0,,,,"2014-07-01 00:00:00",2779300,0,,0,1835300,,0,1,0,0,
676,"LISBON",0,"Lisbon Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,180097,18048,0,,,,"2015-07-01 00:00:00",1502602,0,,0,1214600,,0,1,0,0,
677,"MADISON",0,"Town of Madison OPEB Plan",0,1,0,0,0,0,0,,0,538,1,1222583,608861,0,,,,"2015-01-01 00:00:00",17046172,0,,0,4821470,,0,1,0,0,
678,"MANCHESTER",0,"Town of Manchester - OPEB Plan",0,1,0,0,0,0,0,,0,2784,0,16016000,9702000,0,,,,"2014-07-01 00:00:00",169347000,256000,,0,37234000,,1,1,1,0,
679,"MARLBOROUGH",0,"Town of Marlborough OPEB Plan",0,0,0,0,0,1,0,,0,53,1,71000,29000,0,,,,"2014-07-01 00:00:00",783000,0,,0,685000,,0,1,0,0,
680,"MILFORD",0,"City of Milford Retiree Medical OPEB Plan-",0,0,1,1,1,0,0,,0,1040,0,12103000,7086000,0,,,,"2014-07-01 00:00:00",126084000,4090000,,0,63551000,,1,1,1,0,
681,"MILFORD",0,"Board of Education Retiree Medical Benefit -City of Milford OPEB",0,0,0,0,0,1,1,,0,1541,1,13680000,4959000,0,,,,"2014-07-01 00:00:00",145420000,0,,0,81073000,,0,1,1,0,
682,"MONTVILLE",0,"Town of Montville OPEB Plan",0,0,0,0,0,1,0,,0,,1,115336,115085,0,,,,"2014-07-01 00:00:00",1500164,0,,0,41583,,0,1,1,0,
683,"BROOKLYN",0,"Brooklyn Public Schools OPEB Plan",0,0,0,0,0,1,0,,0,,1,225200,7000,0,,,,"2013-07-01 00:00:00",2374700,0,,0,1886160,,0,1,0,0,
684,"BURLINGTON",0,"Town of Burlington Post-Retirement Medical Insurance Program",0,1,0,0,0,0,0,,0,30,1,26170,22062,0,,,,"2014-07-01 00:00:00",191639,0,,0,112918,,0,1,0,0,
685,"CANAAN",0,"Town of Canaan OPEB Plan",0,0,0,0,0,0,0,"HIGHWAY DEPT. EMPLOYEES",1,,1,11414,1693,0,,,,"2015-07-01 00:00:00",97884,0,"2",0,271155,,0,1,0,0,
686,"CHAPLIN",0,"Chaplin Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,74728,14784,0,,,,"2016-06-30 00:00:00",797979,0,,1,466205,,0,1,0,0,
687,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Bd. of Ed",0,0,0,0,0,1,1,,0,317,1,752499,251799,0,,,,"2013-07-01 00:00:00",8150872,0,,0,2773871,,0,1,0,0,
688,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Town Employees",0,0,1,0,0,0,0,,0,115,1,172700,104300,0,,,,"2014-07-01 00:00:00",2254800,0,,0,503500,,0,1,1,0,
689,"COLEBROOK",0,"Town of Colebrook Volunteer Fire Dept. Tax Abatement Program",1,0,0,0,1,0,0,,0,42,1,15226,0,0,,,,"2016-06-30 00:00:00",123485,0,,0,123485,,0,0,0,1,"Real Estate/Motor Vehicle Tax Abatement"
691,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Town",0,0,1,0,0,0,0,,0,547,0,4282000,4534000,0,,,,"2014-07-01 00:00:00",57304000,10881000,,0,6826000,,1,1,1,0,
692,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Police & Fire",0,0,0,1,1,0,0,,0,473,0,4549000,4747000,0,,,,"2014-07-01 00:00:00",65258000,9898000,,0,8709,,1,1,1,0,
693,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Board of Education",0,0,0,0,0,1,1,,0,1586,1,1850000,1297000,0,,,,"2014-07-01 00:00:00",29635000,0,,0,5529000,,0,1,0,0,
694,"EASTON",0,"Town of Easton OPEB Plan",0,1,0,0,0,0,0,,0,184,1,173637,738055,0,,,,"2014-07-01 00:00:00",1850910,0,,0,957470,,0,1,1,0,
695,"EASTFORD",0,"Eastford Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,55600,0,0,,,,"2015-07-01 00:00:00",483000,0,,0,898040,,0,1,0,0,
696,"EAST WINDSOR",0,"Town of East Windsor Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,,0,285282,359104,0,,,,"2014-07-01 00:00:00",3472085,455111,,0,544877,,1,1,0,0,
697,"EAST HAVEN",0,"Town of East Haven Town Post Retirement Healthcare Plan",0,0,1,0,0,0,0,,0,,1,4583188,1885070,0,,,,"2015-07-01 00:00:00",69082589,0,,0,16333732,,0,1,1,0,
698,"EAST HAVEN",0,"Town of East Haven Board of Education Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,1,4732007,2284353,0,,,,"2015-07-01 00:00:00",47101378,0,,0,4994660,,0,1,0,0,
699,"EAST HADDAM",0,"Town of East Haddam Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,182,1,73657,73657,0,,,,"2015-07-01 00:00:00",798540,0,,0,104088,,0,1,0,0,
