Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,Teachers,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB45 ValDate,GASB45 AAL,GASB45 AssetValue,Comments,Alternate Method,Plan NOPEBO,footnotes,Trust or Equivalent,Healthcare,Insurance,Other OPEB,DesriptionOtherOPEB
41,"MILFORD",0,"Board of Education Retiree Medical Benefit -City of Milford OPEB",0,0,0,0,0,1,1,,0,1758,1,13698000,3972000,0,,,,"07/01/10 00:00:00",131639000,0,,0,43758000,,0,1,1,0,
42,"MONTVILLE",0,"Town of Montville OPEB Plan",0,1,0,0,0,0,0,,0,,1,112204,112204,0,,,,"07/01/10 00:00:00",823001,0,,0,0,,0,1,1,0,
43,"NEW FAIRFIELD",0,"Town of New Fairfield OPEB Plan",0,1,0,0,0,0,0,,0,319,1,706000,351000,0,,,,"07/01/11 00:00:00",9708000,0,,0,1858259,,0,1,1,0,
44,"NEW LONDON",0,"City of New London OPEB Plan",0,1,0,0,0,0,0,,0,,0,2160000,1099000,0,,,,"07/01/10 00:00:00",29172000,0,,0,4596816,,1,1,0,0,
45,"NEW MILFORD",0,"Town of New Milford OPEB Plan",0,0,0,1,0,1,0,,0,,0,1170000,1041000,0,,,,"07/01/10 00:00:00",12899000,0,,0,1143812,,1,1,1,0,
46,"NEWINGTON",0,"Town of Newington OPEB Plan",0,1,0,0,0,0,0,,0,,0,1939000,1974000,0,,,,"07/01/11 00:00:00",18620000,1721000,,0,613000,,1,1,1,0,
47,"NORTH HAVEN",0,"Town of North Haven OPEB Plan",0,1,0,0,0,0,0,,0,794,1,5042106,1661416,0,,,,"06/30/11 00:00:00",62589632,0,,0,11039956,,0,1,1,0,
48,"OXFORD",0,"Town of Oxford OPEB Plan",0,1,0,0,0,0,0,,0,295,1,140000,20000,0,,,,"07/01/11 00:00:00",1150000,0,,0,354423,,0,1,1,0,
49,"PLYMOUTH",0,"Town of Plymouth OPEB Plan",0,1,0,0,0,0,0,,0,384,1,1013000,704000,0,,,,"07/01/10 00:00:00",14612000,0,,0,1743568,,0,1,0,0,
50,"POMFRET",0,"Town of Pomfret Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,275657,86480,0,,,,"06/30/10 00:00:00",2805531,0,,1,675298,,0,1,0,0,
51,"PRESTON",0,"Town of Preston OPEB Plan - Public Schools",0,0,0,0,0,1,0,,0,,1,132900,69700,0,,,,"07/01/11 00:00:00",1964800,0,,0,340600,,0,1,0,0,
52,"RIDGEFIELD",0,"Town of Ridgefield OPEB Plan",0,1,0,0,0,0,0,,0,948,0,1876000,1774000,0,,,,"07/01/11 00:00:00",21844000,629000,,0,923690,,1,1,0,0,
53,"ROCKY HILL",0,"Town of Rocky Hill OPEB Plan - Town",0,0,1,0,0,0,0,,0,169,0,1180473,320246,0,,,,"07/01/10 00:00:00",11414937,181020,,0,3082659,,1,1,0,0,
54,"ROCKY HILL",0,"Town of Rocky Hill OPEB Plan - Board of Education",0,0,0,0,0,1,1,,0,314,1,154814,171734,0,,,,"07/01/10 00:00:00",1319431,0,,0,-29029,,1,1,0,0,
55,"ROXBURY",0,"Town of Roxbury Post Retirement Health Plan",0,1,0,0,0,0,0,,0,,1,37057,0,0,,,,"07/01/12 00:00:00",468989,0,,0,100090,,0,1,0,0,
56,"SALEM",0,"Town of Salem Public Schools OPEB Program",0,0,0,0,0,1,1,,0,,1,219962,40950,0,,,,"07/01/10 00:00:00",2173797,0,,0,544303,,0,1,1,0,
57,"SCOTLAND",0,"Town of Scotland Board of Education OPEB Plan",0,0,0,0,0,1,1,,0,,1,48166,0,0,,,,"06/30/10 00:00:00",202103,0,,1,94437,,0,1,0,0,
58,"SEYMOUR",0,"Town of Seymour Medical Benefit Plan",0,1,0,0,0,0,0,,0,416,1,2851000,1357000,0,,,,"07/01/09 00:00:00",38401000,0,,0,5581918,,0,1,1,0,
59,"SIMSBURY",0,"Town of Simsbury OPEB Plan",0,1,0,0,0,0,0,,0,986,0,1705000,1705000,0,,,,"07/01/11 00:00:00",18933000,4253000,,0,-752545,,1,1,1,0,
60,"SOUTH WINDSOR",0,"Town of South Windsor OPEB Plan",0,1,0,0,0,0,0,,0,929,0,700000,658000,0,,,,"07/01/11 00:00:00",8021000,488000,,0,35799,,1,1,0,0,
61,"SPRAGUE",0,"Sprague Public Schools OPEB Plan",0,0,0,0,0,1,0,,0,,1,137966,39179,0,,,,"07/01/12 00:00:00",659399,0,,0,253679,,0,1,0,0,
62,"STAMFORD",0,"City of Stamford OPEB Plan",0,1,0,0,0,0,0,,0,4444,0,28543000,20053000,0,,,,"07/01/11 00:00:00",321215000,10988000,,0,35063000,,1,1,0,0,
63,"STRATFORD",0,"Stratford OBEP Plan",0,1,0,0,0,0,0,,0,2245,0,10901300,6518400,0,,,,"07/01/10 00:00:00",111336000,0,"One OPEB Trust so therefore this is really one OPEB Plan with note disclosures segregated by Types of employees (Bd of Ed vs. Town)",0,33006700,,1,1,1,0,
65,"SUFFIELD",0,"Town of Suffield OPEB Plan",0,1,0,0,0,0,0,,0,474,0,1876984,1688185,0,,,,"07/01/10 00:00:00",15851573,0,,0,2225074,,1,1,0,0,
66,"THOMPSON",0,"Town of Thompson OPEB Plan",0,1,0,0,0,0,0,,0,218,1,307568,97236,0,,,,"01/01/12 00:00:00",4423800,0,,0,984017,,0,1,0,0,
67,"TOLLAND",0,"Town of Tolland OPEB Plan",0,1,0,0,0,0,0,,0,411,0,521000,491000,0,,,,"07/01/10 00:00:00",5399000,229000,,0,-163140,,1,1,0,0,
68,"WATERTOWN",0,"Town of Watertown OPEB Plan",0,1,0,0,0,0,0,,0,670,0,2950503,1227816,0,,,,"07/01/10 00:00:00",34311401,300000,,0,8076116,,1,1,1,0,
69,"WEST HAVEN",0,"City of West Haven OPEB Plan",0,1,0,0,0,0,0,,0,1723,1,9464246,6068744,0,,,,"07/01/11 00:00:00",136899137,0,,0,21541925,,0,1,1,0,
70,"WESTON",0,"Town of Weston OPEB Plan",0,1,0,0,0,0,0,,0,582,0,1975000,1916000,0,,,,"07/01/11 00:00:00",10436000,3297000,,0,-627837,,1,1,1,0,
134,"PLAINVILLE",0,"Town of Plainville Healthcare Plan",0,1,0,0,0,0,0,,0,519,1,1812240,208554,0,,,,"07/01/10 00:00:00",16375827,0,,0,5883963,,0,1,0,0,
135,"PORTLAND",0,"Town of Portland OPEB Plan",0,1,0,0,0,0,0,,0,,1,191010,107798,0,,,,"07/01/10 00:00:00",2467570,0,,0,252280,,0,1,0,0,
136,"PROSPECT",0,"Town of Prospect-OPEB",0,1,0,0,0,0,0,,0,,1,91007,23345,0,,,,"06/30/12 00:00:00",761868,0,,1,292443,,0,1,0,0,
137,"PUTNAM",0,"Town of Putnam Medical Benefit Plan",0,0,0,0,0,1,1,,0,,1,558600,159219,0,,,,"07/01/10 00:00:00",6761400,0,,0,1741727,,0,1,0,0,
138,"REDDING",0,"Town of Redding OPEB Plan",0,1,0,0,0,0,0,,0,257,1,350209,5729,0,,,,"07/01/10 00:00:00",3218377,0,,0,1545890,,0,1,1,0,
139,"SOMERS",0,"Town of Somers OPEB Plan - Town and Board of Education",0,1,0,0,0,0,0,,0,,1,446309,129770,0,,,,"07/01/10 00:00:00",5795161,0,,0,1872013,,0,1,1,0,
140,"STAFFORD",0,"Stafford Board of Education OPEB Plan",0,0,0,0,0,1,1,,0,311,1,310900,289100,0,,,,"01/01/11 00:00:00",3158000,0,,0,696800,,0,1,0,0,
142,"SOUTHINGTON",0,"Town of Southington OPEB Plan-Health Self-Insurance Plan",0,1,0,0,0,0,0,,0,1349,1,3087000,1994000,0,,,,"07/01/11 00:00:00",33693000,0,,0,5618000,,0,1,0,0,
143,"STERLING",0,"Sterling Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,709090,64210,0,,,,"06/30/10 00:00:00",8496513,0,,1,1992232,,0,1,0,0,
144,"STONINGTON",0,"Town of Stonington OPEB Plan",0,1,0,0,0,0,0,,0,,0,729000,1070000,0,,,,"07/01/11 00:00:00",9657000,473000,,0,-132115,,1,1,0,0,
145,"THOMASTON",0,"Town of Thomaston OPEB Plan -Town",0,0,1,1,0,0,0," Sewer, Highway, Non-Union, White Collar",1,,0,1059036,514196,0,,,,"07/01/11 00:00:00",12841107,82105,,0,2147377,,1,1,0,0,
146,"THOMASTON",0,"Town of Thomaston OPEB Plan - Board of Education",0,0,0,0,0,1,1,,0,,1,495837,159683,0,,,,"07/01/11 00:00:00",5153488,0,,0,1376292,,0,1,1,0,
147,"TORRINGTON",0,"City of Torrington OPEB Plan",0,1,0,0,0,0,0,,0,1480,1,7445000,3006900,0,,,,"07/01/10 00:00:00",68120000,0,,0,18340000,,0,1,1,0,
148,"TRUMBULL",0,"Town of Trumbull OPEB Plan",0,1,0,0,0,0,0,,0,1068,0,1961359,556045,0,,,,"07/01/10 00:00:00",26148998,82120,,0,5352201,,1,1,1,0,
149,"UNION",0,"Union Public School OPEB Program",0,0,0,0,0,1,0,,0,,1,87766,0,0,,,,"06/30/12 00:00:00",625836,0,"Put 6/30/12 as Act. Val. Date though page 33 states 6/30/10 for 3 different years.  Appears fr. FYE 6/30/11 report, page 33, that plan is being valued once a year.  Thus, I assumed the act. Val. Dates in FY 2012 should be for 2010, 2011, and 2012.",1,255478,,0,1,0,0,
150,"VERNON",0,"Town of Vernon OPEB Plan - Police",0,0,0,1,0,0,0,,0,68,0,239000,115000,0,,,,"07/01/10 00:00:00",2269000,60000,,0,395793,,1,1,0,0,
151,"VERNON",0,"Town of Vernon OPEB Plan - Town",0,0,1,0,0,0,1,,1,184,1,224000,135000,0,,,,"07/01/10 00:00:00",1893000,0,,0,446168,,1,1,0,0,
152,"VERNON",0,"Town of Vernon OPEB Plan  - Board of Education",0,0,0,0,0,1,0,,0,734,1,560000,472000,0,,,,"07/01/10 00:00:00",6193000,0,,0,903053,,1,1,0,0,
153,"WALLINGFORD",0,"WALLINGFORD OPEB PLAN",0,0,0,1,1,1,0,,0,1285,1,4661000,1459000,0,,,,"07/01/11 00:00:00",44343000,0,,0,10693000,,0,1,0,0,
154,"WATERBURY",0,"City of Waterbury OPEB Plan",0,1,0,0,0,0,0,,0,6916,1,68577000,34930000,0,,,,"07/01/10 00:00:00",801261000,0,,0,166605000,,0,1,1,0,
155,"WATERFORD",0,"Town of Waterford OPEB Plan",0,1,0,0,0,0,0,,0,713,1,2690600,1409100,0,,,,"07/01/10 00:00:00",31511700,0,,0,8376200,,0,1,0,0,
156,"WEST HARTFORD",0,"Town of West Hartford OPEB Plan",0,1,0,0,0,0,0,,0,2926,0,7318000,6450000,0,,,,"07/01/11 00:00:00",107490000,80000,,0,3800000,,1,1,0,0,
157,"WESTBROOK",0,"Town of Westbrook OPEB Plan - Town",0,1,0,0,0,0,0,,0,41,1,38943,12211,0,,,,"07/01/11 00:00:00",349552,349552,,0,79518,,0,1,0,0,
158,"WESTBROOK",0,"Town of Westbrook OPEB Plan - Board of Education",0,0,0,0,0,1,1,,0,156,1,51593,41067,0,,,,"07/01/11 00:00:00",1075642,0,,0,699266,,0,1,0,0,
159,"WESTPORT",0,"Town of Westport OPEB Plan",0,0,1,0,0,0,1,"LIBRARY",1,1000,0,9027000,8240000,0,,,,"07/01/11 00:00:00",97816000,6152000,,0,17705000,,1,1,1,0,
160,"WESTPORT",0,"Town of Westport BOE Certified Employees Plan",0,0,0,0,0,1,0,,0,602,1,903000,515000,0,,,,"06/30/11 00:00:00",8704000,0,,0,704000,,1,1,1,0,
161,"WETHERSFIELD",0,"Town of Wethersfield OPEB Plan",0,1,0,0,0,0,0,,0,985,1,6226000,2565648,0,,,,"07/01/11 00:00:00",65521000,0,,0,11353888,,0,1,0,0,
162,"WILLINGTON",0,"Town of Willington OPEB Plan - Teachers",0,0,0,0,0,1,0,,0,41,1,144662,33199,0,,,,"06/30/11 00:00:00",2331404,0,,0,769207,,0,1,0,0,
1,,0,"'",0,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,,0,0,0,0,
2,"BRIDGEPORT",0,"City of Bridgeport OPEB Plan",0,1,0,0,0,0,0,,0,7703,1,61100372,33074646,0,,,,"07/01/10 00:00:00",915806973,0,,0,120183849,,0,1,0,0,
3,"ANDOVER",0,"Town of Andover OPEB Plan",0,1,0,0,0,0,0,,0,,1,54000,17000,0,,,,"07/01/10 00:00:00",553000,0,,0,121000,,0,1,0,0,
4,"ANSONIA",0,"City of Ansonia OPEB Plan",0,1,0,0,0,0,0,,0,523,1,2837000,1288000,0,,,,"07/01/11 00:00:00",31003000,0,,0,5860332,,0,1,1,0,
5,"ASHFORD",0,"Town of Ashford Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,1,33796,35381,0,,,,"07/01/11 00:00:00",116856,0,,0,-6673,,0,1,0,0,
6,"BEACON FALLS",0,"Town of Beacon Falls OPEB Plan",0,1,0,0,0,0,0,,0,41,1,28085,16455,0,,,,"07/01/08 00:00:00",142112,0,"Actuarial valuation of 7/1/08 exceeds the GASB 45 requirement.  Auditior indicates the valuation noncompliance was beyond the Town's control and it is his belief that not obtaining the 7/1/11 valuation is not material to the financial statements.",0,33614,,0,1,0,0,
7,"BERLIN",0,"Town of Berlin Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,506,1,452000,329000,0,,,,"07/01/10 00:00:00",4675000,0,,0,440972,,0,1,0,0,
8,"BOLTON",0,"Town of Bolton Board of Education OPEB Plan",0,0,0,0,0,1,0,,0,,1,222000,108000,0,,,,"07/01/09 00:00:00",2109000,0,,0,961826,,0,1,0,0,
9,"BOZRAH",0,"Bozrah Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,96943,17958,0,,,,"06/30/10 00:00:00",2380741,0,,0,110442,,0,1,0,0,
10,"BRANFORD",0,"Town of Branford Retirement Health Plan",0,1,0,0,0,0,0,,0,700,0,1613400,1276100,0,,,,"07/01/10 00:00:00",17271300,4134000,,0,-631000,,1,1,0,0,
11,"BROOKLYN",0,"Brooklyn Public Schools OPEB Plan",0,0,0,0,0,1,0,,0,,1,334285,12300,0,,,,"07/01/10 00:00:00",3208235,0,,0,1023370,,0,1,0,0,
12,"BURLINGTON",0,"Town of Burlington Post-Retirement Medical Insurance Program",0,1,0,0,0,0,0,,0,,1,22081,0,0,,,,"07/01/11 00:00:00",116457,0,,0,58736,,0,1,0,0,
13,"CANAAN",0,"Town of Canaan OPEB Plan",0,0,0,0,0,0,0,"Highway employees",1,5,1,64781,15702,0,,,,"07/01/09 00:00:00",428239,0,,0,137558,,0,1,0,0,
14,"CHAPLIN",0,"Chaplin Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,92448,26130,0,,,,"06/30/10 00:00:00",995690,0,,0,196062,,0,1,0,0,
15,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Bd. of Ed",0,0,0,0,0,1,1,,0,332,1,621000,323000,0,,,,"07/01/11 00:00:00",8125000,0,,0,1153129,,0,1,0,0,
16,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Town Employees",0,1,0,0,0,0,0,,0,105,1,171700,98500,0,,,,"07/01/10 00:00:00",2249400,0,,0,184900,,0,1,1,0,
17,"COLEBROOK",0,"Town of Colebrook Volunteer Fire Dept. Tax Abatement Program",1,0,0,0,1,0,0,,0,,1,11762,0,0,,,,,,,,0,,,0,0,0,1,"real estate/property tax abatement"
18,"COLUMBIA",0,"Town of Columbia Post-Retirement Medical Insurance Program",0,1,0,0,0,0,0,,0,115,1,80200,33900,0,,,,"07/01/09 00:00:00",682500,0,,0,140900,,0,1,0,0,
19,"DERBY",0,"City of Derby OPEB Plan",0,1,0,0,0,0,0,,0,,1,2502230,764590,0,,,,"07/01/10 00:00:00",24088600,0,,0,7722824,,0,1,1,0,
20,"DURHAM",0,"Town of Durham Medical Benefit Plan",0,1,0,0,0,0,0,,0,31,1,6600,0,0,,,,"07/01/11 00:00:00",50000,0,,0,25349,,0,1,0,0,
21,"EAST HADDAM",0,"Town of East Haddam Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,211,1,68211,59368,0,,,,"07/01/11 00:00:00",780967,0,,0,69957,,0,1,0,0,
22,"EAST HAVEN",0,"Town of East Haven Town Post Retirement Healthcare Plan",0,1,0,0,0,0,0,,0,,1,3625994,1474413,0,,,,"06/30/11 00:00:00",59580092,0,,0,7762647,,0,1,1,0,
