Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
844,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,1,0,0,0,0,,0,233,0,800000,800000,0,,,,"07/01/04 00:00:00",18178627,10114077,,0,518053,
845,"BETHEL",0,"Town of Bethel Police Retirement  Plan",0,0,0,1,0,0,,0,41,0,140208,205045,0,,,,"07/01/04 00:00:00",4907528,3969348,,0,-23863,
846,"BETHLEHEM",0,"a",0,0,0,0,0,0,,0,,0,,,0,,,,,,,"annuity - insurance company provides lump sum payments to participants.  Town has transferred its legal obligation to pay benefits.",0,,
847,"BLOOMFIELD",0,"The Town of Bloomfield Retirement Income Plan",0,1,0,0,0,0,,0,319,0,1009089,1009089,0,,,,"01/01/03 00:00:00",27858141,24196999,,0,-683,
848,"BLOOMFIELD",0,"The Town of Bloomfield Police Retirement Income Plan",0,0,0,1,0,0,,0,91,0,1134088,1134088,0,,,,"01/01/03 00:00:00",24154220,17866931,,0,0,
849,"BRIDGEWATER",0,,0,0,0,0,0,0,,0,15,0,,,0,,,,,,,,0,,
850,"BRISTOL",0,"City of Bristol Retirement System",0,0,1,0,0,1,,1,1083,0,0,0,0,,,,"07/01/03 00:00:00",103845000,150493000,,0,-2076000,
851,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,1,0,0,0,0,,0,224,0,642211,372710,0,,,,"01/01/03 00:00:00",16850191,17253502,,0,-645300,
852,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,0,0,1,0,0,,0,70,0,0,0,0,,,,"07/01/04 00:00:00",17982542,20652517,,0,-56633,
853,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,1,0,0,0,0,,0,16,0,66059,64550,0,,,,"12/16/03 00:00:00",676896,385833,,0,60632,
854,"COLCHESTER",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
855,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,1,0,0,0,0,,0,172,0,468967,577638,0,,,,"07/01/03 00:00:00",6506634,4699557,,0,-266736,
856,"CROMWELL",0,"Town of Cromwell Pension Plan",0,0,1,0,1,1,,0,234,0,237637,237637,0,,,,"07/01/03 00:00:00",8608887,9052135,,0,0,
857,"DARIEN",0,"Town of Darien Town Pension Fund",0,1,0,0,0,0,,0,486,0,875362,712456,0,,,,"07/01/02 00:00:00",23389933,23754848,,0,-38283,
858,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,1,0,0,,0,98,0,191138,191138,0,,,,"07/01/02 00:00:00",21101112,23373615,,0,0,
859,"EAST GRANBY",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
860,"EAST HAMPTON",0,"Town of East Hampton Pension Plan",0,1,0,0,0,0,,0,280,0,533871,499675,0,,,,"01/01/04 00:00:00",14282705,13303561,,0,-1085610,
861,"EAST HARTFORD",0,"Employees' Retirement Plan",0,1,0,0,0,0,,0,1392,0,2821000,2821000,0,,,,"07/01/03 00:00:00",180464000,154451000,,0,1584000,
862,"EAST HAVEN",0,,0,1,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
863,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,1,0,0,,0,134,0,338910,338910,0,,,,"07/01/03 00:00:00",27764173,28798745,,0,262470,
864,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,1,0,0,0,0,,0,679,0,1015806,1015806,0,,,,"07/01/03 00:00:00",27492369,28682927,,0,-399608,
