Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
1678,"BLOOMFIELD",0,"The Town of Bloomfield Retirement Income Plan",0,1,0,0,0,0,,0,348,0,1544163,1544163,0,,,,"01/01/07 00:00:00",36460561,28509725,,0,-649,
1679,"BLOOMFIELD",0,"The Town of Bloomfield Police Retirement Income Plan",0,0,0,1,0,0,,0,87,0,1316908,1316908,0,,,,"01/01/07 00:00:00",27457007,20105106,,0,0,
1680,"GREENWICH",0,"Retirement System of The Town of Greenwich",0,1,0,0,0,0,,0,2523,0,6501690,6501690,0,,,,"07/01/07 00:00:00",327379454,329840109,,0,0,
1681,"CANTON",0,"Town of Canton Employee Retirement Plan",0,0,1,0,0,1,,1,144,0,580831,638000,0,,,,"01/01/08 00:00:00",16974369,12770552,,0,564325,
1682,"CANTON",0,"Town of Canton Volunteer Firefighters and Ambulance Retirement Plan",1,0,0,0,1,0,,0,39,0,19723,30150,0,,,,"01/01/08 00:00:00",427627,297469,,0,59027,
1683,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,1,0,0,0,0,,0,474,0,567159,567159,0,,,,"07/01/06 00:00:00",30902132,35409315,,0,601882,
1684,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,0,0,1,0,0,,0,73,0,196834,196834,0,,,,"07/01/06 00:00:00",23316225,24746934,,0,835,
1685,"CHESHIRE",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,1,0,,0,124,0,24035,24035,0,,,,"07/01/06 00:00:00",680556,593636,,0,15904,
1686,"BRISTOL",0,"City of Bristol Retirement System",0,0,1,0,0,0,,1,1183,0,0,0,0,,,,"07/01/07 00:00:00",131438000,192080000,,0,-1899000,
1687,"BRISTOL",0,"City of Bristol Firefighter's Benefit Fund",0,0,0,0,1,0,,0,185,0,0,0,0,,,,"07/01/07 00:00:00",60481000,142188000,,0,-1931000,
1688,"BRISTOL",0,"City of Bristol Police Benefit Fund",0,0,0,1,0,0,,0,222,0,0,0,0,,,,"07/01/07 00:00:00",76105000,156222000,,0,-3235000,
1689,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,1,0,0,0,0,,0,243,0,993194,340362,0,,,,"01/01/07 00:00:00",25128024,23382236,,0,902370,
1690,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,1,0,0,0,0,,0,25,0,54765,56725,0,,,,"07/01/05 00:00:00",,,,1,65279,
1691,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,1,0,,0,48,0,18944,19000,0,,,,"07/01/05 00:00:00",,,,1,-4111,
1692,"COLCHESTER",0,"Police Department Defined  Retirement Plan",0,0,0,1,0,0,,0,8,0,44587,48252,0,,,,"07/01/07 00:00:00",239836,113736,,0,-5618,
1693,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,1,0,0,0,0,,0,174,0,736564,790404,0,,,,"07/01/07 00:00:00",9066240,6176432,,0,-438774,
1694,"CROMWELL",0,"Town of Cromwell Pension Plan",0,1,0,0,0,1,,1,263,0,508573,508573,0,,,,"07/01/07 00:00:00",12232319,12573014,,0,-5338,
1695,"DANBURY",0,"General Employees' Pension Plan",0,1,0,0,0,1,,1,1206,0,0,0,0,,,,"07/01/06 00:00:00",93792699,112567220,,0,0,
1696,"DANBURY",0,"Pre 1967 Police Pension Plan",0,0,0,1,0,0,,0,37,0,857000,857000,0,,,,"07/01/06 00:00:00",11566937,6713395,,0,0,
1697,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,0,0,0,1,0,,0,32,0,910000,910000,0,,,,"07/01/06 00:00:00",9425747,5748743,,0,0,
1698,"DANBURY",0,"Post 1967 Police Pension Plan",0,0,0,1,0,0,,0,105,0,0,0,0,,,,"07/01/06 00:00:00",50028155,54386012,,0,0,
1699,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,1,0,,0,163,0,0,0,0,,,,"07/01/06 00:00:00",52290625,61402936,,0,0,
1700,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,1,0,0,,0,136,0,865000,865000,0,,,,"07/01/06 00:00:00",13309142,11036832,,0,0,
1701,"DARIEN",0,"Town of Darien Town Pension Fund",0,1,0,0,0,0,,0,478,0,1201279,1141561,0,,,,"07/01/07 00:00:00",32962616,29087137,"Not sure if Aggregate - see note on page 35. Leave blank per JG",0,0,
1702,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,1,0,0,,0,103,0,807655,807655,0,,,,"07/01/07 00:00:00",27775450,23459042,"Not sure if Aggregate - see note on page 35. Leave blank per JG",0,0,
1703,"EAST HAMPTON",0,"East Hampton Employees' Retirement Plan",0,1,0,0,0,0,,0,316,0,551652,707485,0,,,,"01/01/08 00:00:00",19373079,18943268,,0,-1119811,
1704,"EAST HARTFORD",0,"East Hartford Employees' Retirement Plan",0,1,0,0,0,0,,0,1437,0,7147000,7176000,0,,,,"07/01/07 00:00:00",227288000,178467000,,0,1319000,
1705,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,1,0,0,0,0,,0,204,0,605163,605163,0,,,,"06/30/08 00:00:00",10727282,7189058,"Discuss with JG",0,-40861,
1706,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,1,0,0,0,0,,0,754,0,1061000,1068000,0,,,,"07/01/07 00:00:00",37353000,39144000,,0,-7000,
1670,"AVON",0,"Retirement Plan For Police Officers of Town of Avon",0,0,0,1,0,0,,0,35,0,647809,647809,0,,,,"01/01/07 00:00:00",16332911,9809097,,0,-7830,
1671,"AVON",0,"Retirement Plan For Public Works Employees of Town of Avon",0,0,0,0,0,0,,1,18,0,259686,259686,0,,,,"01/01/07 00:00:00",5196224,2572578,,0,-716,
1672,"AVON",0,"Retirement Plan For Non-Organized Employees of Town of Avon",0,0,0,0,0,0,,1,60,0,609472,609472,0,,,,"01/01/07 00:00:00",12266859,7830949,,0,-13791,
1673,"AVON",0,"Retirement Plan For Board of Education of Town of Avon",0,0,0,0,0,1,,0,133,0,222572,182860,0,,,,"01/01/08 00:00:00",3983460,3477901,,0,-24521,
1674,"AVON",0,"Retirement Plan For Dispatchers of Town of Avon",0,0,0,0,0,0,,1,4,0,14022,14022,0,,,,"01/01/07 00:00:00",677069,560893,,0,-4780,
